Rolling_Avg_IN_LET,Rolling_Avg_OUT_LET
31.522663135206766,26.431802597895533
30.959189783856537,26.43647335004621
30.535263879150094,26.67909263970845
30.5360267134633,26.872055161100704
30.600000002948573,27.082414583311028
30.600075892660573,27.294158530288964
30.585645564692918,27.579931624777377
30.600000055778402,27.78262960528124
30.67198915963802,27.886124455602978
30.75062603747392,28.01212058847259
30.799876593521457,28.125802212512333
30.897260025137708,28.1856036725838
30.90000003172421,28.24261442895356
30.875013461957458,28.301032119090742
30.826768505849298,28.347294203311165
30.78377743009338,28.400030599769995
30.900269651924482,28.47241554839388
30.926066408516515,28.500000005885585
30.99999968662411,28.54039812598304
30.996430647837652,28.600000007209605
31.040505223740052,28.600008477292292
31.10021334843174,28.61882935873866
30.915046419070016,28.65036675126703
30.901090596841257,28.696394616848384
30.996821827168795,28.707140074404336
31.09423387127796,28.758574682180157
31.094773669544804,28.792905280304144
31.042919050321352,28.78952147423306
31.000011632634212,28.79263079017523
31.073099619658354,28.799999999850264
31.078470032529548,28.799999999986287
31.096554700728145,28.799999999971433
31.100000000033237,28.810708157484495
31.1379218449001,28.851909066764527
31.101343227405785,28.842922038701108
31.099999999937406,28.869326561481632
31.106139888214752,28.89851321568101
31.1962524018304,28.899999999828978
31.101123772984984,28.903569377885912
31.100000000030796,28.907067692691324
31.100000000003213,28.959569274599236
31.100015122395675,28.978481174774902
31.08820672123817,28.952559063537592
30.757825797591455,28.741317212609296
30.310419281714385,28.565371626086847
30.122452805477323,28.499981328894464
30.02265770942685,28.500000000046455
30.02399649896962,28.499999999951466
30.24455028850704,28.499999999997847
30.268653832948665,28.500000000022876
30.2115770520546,28.489516622285286
30.099858354295076,28.407811595789198
30.100000000022096,28.474172807557707
30.09999999997467,28.499996291923292
30.09999999987411,28.49999999996506
30.149508172595237,28.521390086879737
30.111178778098118,28.50002717181741
30.188880394225986,28.499999999941508
30.19999501690916,28.499995017906908
30.121721012798005,28.435998810302895
30.174768087323205,28.46762929811189
30.20000000004978,28.500000000089997
30.196527808656676,28.492843129854375
30.171334002321018,28.467892216594745
30.17859567965338,28.49999999342415
30.20000026794477,28.485721485210377
30.117772496630824,28.500000000535227
30.178711231789958,28.49999999998162
30.15692103332573,28.499999999978613
30.193105070632328,28.499999999899284
30.19999999997991,28.49999999991397
30.20026080317899,28.499999999934012
30.300135299508607,28.499999999882167
30.361740430630906,28.52905841364076
30.499947560039324,28.600000387655363
30.500000000025086,28.600000000033194
30.529179751524588,28.59999999996509
30.437979533500666,28.59999999995835
30.32783856084893,28.59999999995476
30.299999962353745,28.599999999808592
30.424001163580705,28.614319980393773
30.659772735170794,28.610673391592798
30.496401278851042,28.658088404367046
30.438281665568038,28.648989742684474
30.360430520077177,28.651064147274088
30.551357466264278,28.692861140314967
30.55111269115762,28.699996085098594
30.526067071790067,28.72267304273311
30.81712029081714,28.80130591329809
30.887940448191827,28.89642770503233
30.854952862264728,28.900078304809053
30.82714541680648,28.979915774389024
30.800000000031282,28.99999999890054
30.80867707452372,29.033692392419244
30.942866004003818,29.110741674444466
30.919528398605447,29.104802300174086
30.984023271144466,29.166286723215325
30.899965554640623,29.132398919138314
30.90000000002261,29.099999999976426
30.900000000059816,29.09999999998363
30.899696552789248,29.101679408953874
30.91100764634642,29.137585401101447
30.969878097008536,29.108952010847126
30.992955565026488,29.15770217659594
30.90493880680713,29.12831444628431
30.89970315551238,29.15356848059184
30.998833016007005,29.185748250847844
30.816991597171643,29.18215225110635
30.79999999988066,29.199999999969666
30.800000000069453,29.20000000009309
30.799999999925866,29.20602238816789
30.810985221270236,29.218182024882914
30.87367348132218,29.274673724227412
30.90002695562589,29.240230794611115
30.899999999995224,29.26697548960757
30.89999999984556,29.24735190608153
30.938319199187884,29.24206488350402
30.936582561084553,29.272283527910368
30.90005746240495,29.214155190320476
30.89999999996356,29.277860200582687
30.93513977087863,29.28221399023911
30.999999993731084,29.29999999077902
30.943797693638153,29.26832285077144
30.615552018526042,29.111552369292063
30.411108933899097,28.999994731378045
30.328897401310808,28.92531413478233
30.24288723956793,28.89644941500353
30.26782781299608,28.896430418579833
30.300046767334507,28.89999022067957
30.300000000117787,28.87502333590851
30.300000000095753,28.89646211413084
30.299994544448225,28.821438616536646
30.21425131089562,28.814246847693877
30.199999999986833,28.80000000001401
30.199999999862154,28.800000000055118
30.23237163955188,28.799999999937587
30.300000013014948,28.800000000022216
30.296272990749472,28.80000000000353
30.300157394385,28.79999999994468
30.30000000009038,28.799999999908277
30.300000000006435,28.80000000006295
30.299984338186142,28.80000000002783
30.307070290273785,28.79999999992436
30.300084505011974,28.799999999954515
30.300014887872116,28.800000000064312
30.257151140241728,28.800014038456943
30.26774955277097,28.78495160291692
30.209999638715594,28.779338611096172
30.199974158676152,28.785722279763547
30.189402663327517,28.778543834888083
30.104859986372727,28.741878796565263
30.097653758079314,28.699999999949856
30.074990235253534,28.69999999995095
30.045635036324303,28.675107283177507
30.0330021633438,28.699906359797932
30.122731329582013,28.740579509285975
30.262049893237016,28.876328401455932
30.372811719992296,28.947825658652278
30.400008142319074,28.999999998808587
30.46577216489038,29.047926841054796
30.50000000010473,29.100005418655055
30.540900535084386,29.099999999965412
30.59999999772216,29.100000000020806
30.600000000042314,29.10000000006306
30.600000000115855,29.100000000007537
30.60000000113137,29.09999999997619
30.544554801962455,29.09999999994058
30.500000000002736,29.10001145777968
30.46411372709103,29.09797978984509
30.274760833817368,28.978582148895445
30.219352029539735,28.926481692709274
30.081431118388654,28.797566817558636
30.053513074651544,28.7860499722614
30.087975263041265,28.79643057655959
30.099999978931674,28.799999999722864
30.09999999992191,28.790087079185998
30.099999996648656,28.78520428289486
30.067874102113134,28.746176786066297
30.21214932107806,28.859658571243337
30.38829126298355,28.959709953117112
30.463332663566916,29.009761112603755
30.500000000636113,29.075042418446152
30.517033889936897,29.100000005776742
30.600002011235294,29.09999999989231
30.600000001591003,29.100000001682147
30.660030246871486,29.152924713751172
30.700000000136306,29.19996620110206
30.700000000027668,29.200000000005332
30.710708234098284,29.20000000000964
30.70048045816344,29.200000000032155
30.704379540556804,29.200000000013528
30.712159585467933,29.199999999959054
30.722866582339883,29.19999999995899
30.735542607522977,29.200000000035814
30.74922973733101,29.199999999940523
30.762970048256886,29.199999999972704
30.775805616529748,29.20000000004059
30.786778518648806,29.199999999931197
30.794930830839768,29.199999999946076
30.799304757097612,29.199999999912755
30.74273735003858,29.221370220133146
30.699999989463095,29.29662695561261
30.700000000055688,29.29999999997944
30.700000000020925,29.289280107240906
30.689291155966888,29.257173291979445
30.700000031807072,29.282161788470475
30.69999945203512,29.2531258752118
30.696431091381065,29.217832726111666
30.699999999986055,29.24286464440251
30.70000008807678,29.228535584381124
30.77275828482373,29.20362482031854
30.874275917882766,29.203515305646953
