K0,3/11/2024,0:28:16,29.5,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28.1,31.4,1999.9,1999.9,1999.9,1999.9,29.3,29.2,29.2,29.2,25.6,1999.9,25.6,25.8
1,3/11/2024,0:28:26,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28.2,31.3,1999.9,1999.9,1999.9,1999.9,29.2,29.2,29.1,29.1,25.6,1999.9,25.6,25.9
2,3/11/2024,0:28:37,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28.2,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.2,29.1,29.1,25.6,1999.9,25.7,25.8
3,3/11/2024,0:28:47,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28.2,31.3,1999.9,1999.9,1999.9,1999.9,29.2,29.1,29.1,29.1,25.6,1999.9,25.7,25.9
4,3/11/2024,0:28:57,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28.2,31.3,1999.9,1999.9,1999.9,1999.9,29.2,29.1,29.1,29.1,25.6,1999.9,25.6,25.8
5,3/11/2024,0:29:07,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28.2,31.3,1999.9,1999.9,1999.9,1999.9,29.2,29.1,29.1,29.1,25.6,1999.9,25.7,25.8
6,3/11/2024,0:29:17,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28.2,31.3,1999.9,1999.9,1999.9,1999.9,29.2,29.1,29.1,29.1,25.6,1999.9,25.6,25.8
7,3/11/2024,0:29:27,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,27.9,31.3,1999.9,1999.9,1999.9,1999.9,29.2,29.2,29.1,29.1,25.6,1999.9,25.6,25.8
8,3/11/2024,0:29:37,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,27.9,31.3,1999.9,1999.9,1999.9,1999.9,29.2,29.1,29.1,29.1,25.6,1999.9,25.6,25.8
9,3/11/2024,0:29:47,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,27.9,31.3,1999.9,1999.9,1999.9,1999.9,29.2,29.1,29.1,29,25.6,1999.9,25.7,25.9
10,3/11/2024,0:29:57,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,27.9,31.3,1999.9,1999.9,1999.9,1999.9,29.2,29.1,29.1,29.1,25.6,1999.9,25.7,25.9
11,3/11/2024,0:30:07,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,27.9,31.3,1999.9,1999.9,1999.9,1999.9,29.2,29.2,29.1,29.1,25.6,1999.9,25.7,25.9
12,3/11/2024,0:30:18,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,27.9,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.2,29.2,29.2,25.6,1999.9,25.6,25.8
13,3/11/2024,0:30:28,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,27.9,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.2,29.2,29.2,25.6,1999.9,25.7,25.9
14,3/11/2024,0:30:38,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.2,29.2,29.2,25.6,1999.9,25.7,25.9
15,3/11/2024,0:30:48,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.2,29.2,29.2,25.6,1999.9,25.7,25.8
16,3/11/2024,0:30:58,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28,31.3,1999.9,1999.9,1999.9,1999.9,29.2,29.2,29.2,29.1,25.6,1999.9,25.6,25.9
17,3/11/2024,0:31:08,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.3,29.2,29.2,25.6,1999.9,25.6,25.8
18,3/11/2024,0:31:18,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.2,29.2,29.2,25.6,1999.9,25.6,25.9
19,3/11/2024,0:31:28,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28.1,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.2,29.2,29.2,25.6,1999.9,25.6,25.8
20,3/11/2024,0:31:38,29.5,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28.1,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.3,29.2,29.2,25.6,1999.9,25.6,25.8
21,3/11/2024,0:31:48,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28.1,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.2,29.2,29.2,25.6,1999.9,25.7,25.9
22,3/11/2024,0:31:59,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28.1,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.3,29.2,29.2,25.6,1999.9,25.7,25.9
23,3/11/2024,0:32:09,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28.1,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.3,29.2,29.2,25.6,1999.9,25.6,25.8
24,3/11/2024,0:32:19,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,30,28.1,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.3,29.2,29.2,25.6,1999.9,25.6,25.8
25,3/11/2024,0:32:29,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,29.7,28.2,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.3,29.2,29.2,25.6,1999.9,25.7,25.9
26,3/11/2024,0:32:39,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,29.7,28.2,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.3,29.2,29.2,25.6,1999.9,25.7,25.8
27,3/11/2024,0:32:49,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,29.7,28.2,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.2,29.2,29.2,25.6,1999.9,25.6,25.8
28,3/11/2024,0:32:59,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,29.7,28.2,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.3,29.2,29.2,25.6,1999.9,25.6,25.8
29,3/11/2024,0:33:09,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,29.7,27.9,31.3,1999.9,1999.9,1999.9,1999.9,29.3,29.2,29.2,29.2,25.6,1999.9,25.7,25.9
30,3/11/2024,0:33:19,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,29.2,27.8,31.1,1999.9,1999.9,1999.9,1999.9,29.3,29.2,29.2,29.2,25.6,1999.9,25.6,25.8
31,3/11/2024,0:33:29,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,29.2,27.9,31.1,1999.9,1999.9,1999.9,1999.9,29.3,29.3,29.2,29.2,25.6,1999.9,25.7,25.9
32,3/11/2024,0:33:40,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,29.2,27.8,30.9,1999.9,1999.9,1999.9,1999.9,29.3,29.3,29.2,29.2,25.6,1999.9,25.6,25.8
33,3/11/2024,0:33:50,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,29.2,27.8,30.9,1999.9,1999.9,1999.9,1999.9,29.3,29.2,29.2,29.2,25.6,1999.9,25.6,25.8
34,3/11/2024,0:34:00,29.6,29.9,29.6,29.3,29.2,29,28.2,26.8,1999.9,29.2,27.8,30.6,1999.9,1999.9,1999.9,1999.9,29.3,29.3,29.2,29.2,25.6,1999.9,25.6,25.8
