IN_LET,OUT_LET
30.0,26.5
30.056666666666672,26.556666666666672
30.10000000000001,26.60000000000001
30.073333333333334,26.643333333333338
30.150000000000002,26.813333333333325
30.063333333333336,26.76333333333332
30.17000000000001,26.869999999999994
30.200000000000006,26.89999999999999
30.29666666666666,26.96666666666666
30.29666666666666,26.896666666666658
30.316666666666663,26.916666666666664
30.39999999999999,27.0
30.256666666666675,26.85666666666666
30.200000000000006,26.799999999999994
30.27999999999999,26.879999999999992
30.37666666666666,26.97666666666667
30.39999999999999,27.0
30.349999999999998,26.95
30.299999999999994,26.89999999999999
30.36333333333333,26.96333333333333
30.376666666666658,26.976666666666667
30.396666666666658,26.996666666666666
30.39999999999999,27.0
30.436666666666664,27.036666666666672
30.403333333333325,27.003333333333334
30.39999999999999,27.0
30.40666666666666,27.006666666666668
30.493333333333332,27.09333333333334
30.39999999999999,27.0
30.39999999999999,27.0
30.39999999999999,27.0
30.39999999999999,27.0
30.39999999999999,27.0
30.39999999999999,27.0
30.39999999999999,27.08333333333334
30.45,27.10000000000001
30.5,27.10000000000001
30.5,27.10000000000001
30.5,27.10000000000001
30.5,27.16000000000001
30.5,27.200000000000006
30.5,27.200000000000006
30.5,27.200000000000006
30.563333333333336,27.200000000000006
30.60000000000001,27.236666666666657
30.60000000000001,27.299999999999994
30.60000000000001,27.299999999999994
30.60000000000001,27.299999999999994
30.60000000000001,27.299999999999994
30.60000000000001,27.31333333333333
30.60000000000001,27.39999999999999
30.676666666666677,27.39999999999999
30.700000000000006,27.39999999999999
30.700000000000006,27.39999999999999
30.700000000000006,27.39999999999999
30.700000000000006,27.490000000000002
30.700000000000006,27.5
30.700000000000006,27.5
30.700000000000006,27.5
30.78999999999999,27.5
30.799999999999994,27.570000000000004
30.799999999999994,27.60000000000001
30.799999999999994,27.60000000000001
30.799999999999994,27.616666666666674
30.750000000000007,27.66333333333334
30.700000000000006,27.60000000000001
30.763333333333325,27.63666666666667
30.743333333333343,27.66666666666668
30.709999999999997,27.63666666666667
30.799999999999994,27.68333333333334
30.75333333333334,27.690000000000005
30.706666666666667,27.69333333333334
30.763333333333325,27.700000000000006
30.799999999999994,27.700000000000006
30.786666666666672,27.700000000000006
30.793333333333326,27.700000000000006
30.79666666666666,27.700000000000006
30.796666666666663,27.69333333333334
30.736666666666657,27.700000000000006
30.799999999999994,27.700000000000006
30.723333333333343,27.700000000000006
30.736666666666668,27.700000000000006
30.726666666666677,27.700000000000006
30.700000000000006,27.700000000000006
30.729999999999993,27.700000000000006
30.773333333333326,27.696666666666673
30.799999999999994,27.700000000000006
30.799999999999994,27.690000000000005
30.79,27.646666666666672
30.799999999999994,27.66333333333334
30.773333333333337,27.67000000000001
30.73333333333334,27.69333333333334
30.703333333333337,27.69000000000001
30.696666666666673,27.660000000000007
30.67333333333334,27.60000000000001
